call_id,customer_id,phone_number,tower_id,call_type,call_duration_seconds,data_usage_mb,signal_strength_dbm,call_timestamp,call_success,revenue_naira,network_type,roaming
6a7f412c-bdd7-41f8-8f0b-6ce729111ca4,CU000246,08061386843,TW0069,data,532.0,,-89.0,2024-06-15 05:23:10,Y,275.64,5G,Yes
ef679b9d-483b-4f8c-b535-e6861f0696af,CU001283,08132979968,TW0112,Voice,2379.0,2531.31,-91.0,2024-01-10 03:08:18,Yes,523.71,2G,Yes
a80a9aac-c26b-4c24-85dc-566c9cf149d5,CU001043,08177961552,,SMS,5869.0,98.74,-46.0,2024-01-18 09:58:36,1,999.19,4G,1
357c6165-21df-4dd7-90e3-8a8123e17b00,,09054202942,INVALID_TW9980,Voice,701.0,294.98,-85.0,2024-06-24 14:35:20,True,387.04,2G,No
2d842305-e74c-4b3a-8e61-a2b9d7ecb49d,CU000543,08165374061,TW0030,data,2830.0,1660.66,-200.0,2024-01-31 12:07:06,No,122.16,2G,0
7dcb014f-ec70-4974-b509-8810e07241da,CU000525,None,TW0121,data,3029.0,1316.22,-107.0,2024-06-14 06:07:54,True,496.78,5G,True
31482b1d-9fa7-42cc-b410-34ab172c7458,CU000066,09057399812,INVALID_TW9148,voice,2508.0,3623.04,-118.0,2024-05-20 07:52:15,Y,38.98,3g,True
82421dc9-9506-43c1-b0df-552910e99ed1,CU000153,09028242614,TW0148,SMS,4839.0,4719.59,-86.0,2024-01-16 22:07:50,1,661.77,3g,False
7fceed52-32d2-40b2-b157-d30b0c1c25c6,CU000687,09021949832,,voice,7074.0,3113.11,-87.0,2024-06-11 17:59:45,Y,625.35,5G,No
d161aafc-9423-4f2a-825d-a346b913dad8,CU000144,07011205309,TW0022,voice,1401.0,3647.95,-61.0,2024-02-07 14:32:04,True,493.17,4g,0
7293b259-8804-4f29-82e2-5bbdb18f0d00,CU000457,None,TW0014,SMS,681.0,4306.19,-108.0,2024-03-31 12:41:10,True,82.35,3G,1
6ce1c384-350a-4379-8a4e-2370dd95b07c,CU000782,07082796285,TW0030,Voice,7158.0,,-67.0,2024-05-30 00:47:36,1,658.29,3g,No
8346b32a-c8ad-4081-b279-5285ba4eb419,INVALID_CU969288,08167803765,TW0106,voice,,4081.12,-76.0,2024-01-12 16:41:01,True,339.76,2G,0
4a99f39e-9d9e-4833-9da7-af3ea0eea11c,CU001274,08163027871,TW0012,Voice,392.0,2952.7,-116.0,2024-03-30 04:16:13,Y,65.83,2G,Yes
4a99f39e-9d9e-4833-9da7-af3ea0eea11c,CU001274,08163027871,TW0012,Voice,392.0,2952.7,-116.0,2024-03-30 04:16:13,Y,65.83,2G,Yes
98c76c60-b7f2-44ef-87bf-f4fee57ac48a,CU000087,07044081730,TW0150,Voice,755.0,3811.61,-81.0,2024-06-05 14:17:36,False,974.08,5G,No
49378291-9ba2-4900-b310-ccfa10ddbe76,CU001012,07017906443,TW0011,sms,7133.0,4372.46,-63.0,2024-03-31 17:25:02,0,946.83,2G,False
a91c328b-24c6-4fb1-8641-ecf61b5bea82,CU000738,08033141204,TW0110,voice,3866.0,4267.13,-79.0,2024-01-20 00:33:06,1,56.72,4g,True
653ba64e-af4e-44d9-9a85-7e88564df8ea,CU000183,08179874133,TW0054,voice,,91550.0,,2024-05-08 14:22:31,No,113.77,5G,No
412d1f54-c3c1-4c05-ac9d-0703e0f5bc11,CU000640,08067057598,INVALID_TW9901,SMS,4908.0,1116.93,-35.0,2024-06-29 14:08:27,False,18.65,4G,0
b901693c-8247-4776-8cf0-9b9c915c3230,CU000040,08168609231,TW0044,Data,1475.0,1511.37,-75.0,2024-03-25 08:55:39,0,849.81,3g,1
13eb02fb-b25c-44c5-a9ee-6c8caef16b3e,CU000130,08094112947,TW0049,SMS,1443.0,1470.18,-110.0,2024-06-12 12:49:41,True,620.48,2G,1
9d6ebdbd-feb0-4a6f-92a1-22ded0dbb698,,08035259497,TW0120,data,1770.0,3576.63,-97.0,2024-05-26 06:18:25,False,317.34,3G,True
3d8dbde6-890c-4048-8522-12b20434e3aa,CU001072,07012512844,TW0104,data,3349.0,98.66,-66.0,2024-03-22 11:35:08,0,556.79,4G,Yes
2a2195b2-80ad-42ae-b9f8-d5c27fcbc643,CU001283,08167786207,TW0077,Voice,5647.0,2871.31,-53.0,2024-02-20 16:25:02,1,605.02,5G,Yes
576c6a0b-9782-4a75-8eef-6b180382117d,CU000457,08189265097,TW0143,data,2822.0,1007.02,,2024-06-02 11:03:32,0,912.03,3G,Yes
e5affad4-8c70-4059-bb49-a15f94e6f9cd,CU001323,08033473294,TW0136,data,2843.0,434.81,,2024-05-23 09:14:33,1,45.82,3G,1
568e329b-205d-43f8-8c4d-b7e20446a34e,CU000877,07087831747,TW0015,voice,7103.0,2.93,-96.0,2024-03-22 14:13:13,Y,67.96,3G,Yes
233b3c19-c84a-44b3-9fba-4c2fdbc18d98,CU000191,08066880705,TW0092,data,6017.0,3079.1,-30.0,2024-01-17 13:19:34,No,75.19,4g,False
812fe4fd-0a78-4d2a-89b5-4b778f3d4ba6,CU000124,09024412412,TW0127,data,,4562.06,-200.0,2024-06-20 10:26:43,0,904.93,3g,Yes
49bb828e-4c0c-422a-ba4b-d010392e00d9,,09057048127,TW0110,voice,5127.0,2784.3,-72.0,2024-03-25 06:28:17,True,779.56,4g,0
8248c966-07a4-4965-970c-1c3bf2528ebb,CU001321,0778698459,TW0092,data,2800.0,,-59.0,2024-04-02 18:40:32,0,605.06,4G,1
f3a1116c-33af-456f-88fe-7e1223466e88,CU000348,09095418977,TW0077,data,402.0,1310.02,-88.0,2024-03-07 00:04:35,N,385.09,3g,1
818bf382-7f86-449e-9063-ae9180fd24c5,CU001048,08039876458,TW0070,Data,5920.0,4352.99,-75.0,2024-06-25 22:42:29,0,549.11,4G,Yes
954af370-9d30-4b36-9148-a92f4a979d0c,CU001261,+2348135341285,TW0072,data,6302.0,4438.14,-82.0,2024-06-27 01:34:45,N,400.57,4G,0
d7cb264d-acb2-41bd-9c84-5e0b30eabac0,CU000213,08182405730,TW0113,SMS,,967.64,-52.0,2024-01-22 15:54:05,0,742.05,3g,No
d60e2818-f295-46e8-b5d4-c4f9af626833,CU001166,08175371673,TW0056,data,961.0,2076.96,-105.0,2024-04-18 13:30:56,Y,172.29,3g,True
d7303ced-b65b-4f73-bfac-fd1f0d73ee15,,08169405818,TW0119,voice,1031.0,2024.09,-50.0,2024-04-18 11:29:39,1,333.98,4g,Yes
871ebda9-9e0e-4094-9ddd-b938c343d35b,CU001224,07022673834,TW0081,voice,212.0,945.54,-92.0,2024-04-23 02:22:56,No,517.89,3G,False
3f775b4f-0c91-41e8-9d8f-97dfae9b1495,CU000911,08097500935,TW0145,Voice,4945.0,2254.73,-200.0,2024-04-30 09:20:15,0,193.16,4G,False
b75d432a-e254-4bfa-878a-2ebb68492766,CU000502,07081443752,TW0058,voice,6043.0,4832.97,,2024-01-09 18:37:42,No,849.07,5G,No
a5134df6-7db0-4181-b75b-2e724c878422,INVALID_CU956176,08161850525,TW0123,SMS,5943.0,2759.29,-112.0,2024-03-09 16:43:51,0,436.95,5G,False
b156057a-11a4-4b74-aa17-5e2f76c4d32f,CU000639,08166228650,TW0077,data,,585.36,-96.0,2024-02-03 08:08:55,Yes,146.82,4g,False
94a6a4b0-a876-4a6c-9512-ccd76f86954b,CU000538,09067314811,TW0045,data,5261.0,3153.48,-43.0,2024-06-18 03:08:59,True,215.53,3G,0
747ff0b1-224f-4cd2-8df9-98e0ce9a1698,,080712941,TW0011,data,6392.0,1837.76,,2024-05-05 07:02:19,True,6.13,4G,0
81050e41-9a05-44b8-8a96-a9fdfc97c7ed,,08138996632,TW0108,SMS,6297.0,4100.54,-93.0,2024-03-02 11:17:36,No,619.45,3g,0
d6269333-1a1d-47bc-89a3-1448d947a9d4,CU000971,None,TW0021,Voice,882.0,4212.25,-41.0,2024-06-17 18:08:01,No,978.27,4G,1
4f6ca95b-749c-41fb-a11d-93a732f5fd46,CU000056,080374552,,voice,610.0,2599.22,-110.0,2024-03-28 06:41:17,N,207.57,2G,True
ff84de18-b3f9-40c6-baf3-160052827d9c,CU000686,08176838230,TW0030,sms,5166.0,3955.13,-98.0,2024-03-29 22:52:34,True,864.15,4G,1
4f1b366b-4423-43e2-9459-7635e3acfe35,CU001436,08162472421,TW0071,data,2918.0,486.34,-94.0,2024-02-11 09:06:05,0,369.61,4g,True
2215d78f-5176-47f5-aa26-8694e20d3475,,09059636371,TW0149,data,3279.0,3436.11,-34.0,2024-04-02 22:02:16,0,606.11,3G,1
2215d78f-5176-47f5-aa26-8694e20d3475,,09059636371,TW0149,data,3279.0,3436.11,-34.0,2024-04-02 22:02:16,0,606.11,3G,1
28b86902-a2d6-4e48-a5cf-e52ab37dba28,CU001088,07089678884,TW0132,sms,,4558.22,-39.0,2024-03-24 15:13:48,False,153.4,4G,1
3b143edb-73df-483c-8308-1293e05ecff7,CU000421,07048068258,TW0079,Data,,,,2024-03-06 03:15:45,Y,74.97,2G,True
96ce5ed9-a45b-4bf4-8650-623cc1b96603,CU001346,None,TW0092,Data,6965.0,3705.12,-35.0,2024-03-05 07:44:36,Y,146.11,4G,No
e7f5c256-1085-4005-a691-585e66a3c2bf,CU001468,08156414241,TW0040,sms,6386.0,2819.91,-112.0,2024-01-15 03:06:56,Yes,515.11,3G,False
7b1738f3-5564-4d6a-8324-741d44b0093a,CU000278,09051985840,TW0104,Voice,,,-68.0,2024-05-24 07:44:01,False,419.77,4g,No
d613eeb6-6490-4b46-ba7b-904dd242a3df,CU000504,08138645121,TW0100,SMS,4492.0,3994.08,-71.0,2024-05-09 08:42:38,True,313.78,3G,1
e3eb4aa2-68f0-4324-92d1-37556c911f05,CU000028,09031386380,TW0147,SMS,5027.0,3073.8,-86.0,2024-02-11 00:44:32,N,185.02,4G,True
b45d7343-234b-4ed5-bb5d-4e89ca29f1a6,CU000717,080219408,TW0096,data,7120.0,3738.57,-110.0,2024-04-05 08:15:40,No,140.56,2G,No
c4ecdb91-d9b9-4826-b445-cae052c56085,CU001075,07029010436,TW0037,SMS,5268.0,2832.62,-100.0,2024-01-06 07:46:16,1,32.75,3g,Yes
0762a787-15a2-446a-903a-94e1c77a5102,CU000501,09034578366,TW0029,Voice,2972.0,,-73.0,2024-02-28 02:18:27,Yes,832.84,3G,True
8bda5d87-350f-426d-a6f9-c9cfa13f7137,,07083962773,TW0123,data,6950.0,3318.95,-103.0,2024-05-02 20:30:39,N,695.83,4G,No
77b27cf0-b7ae-4cc9-9e95-eb687bf33b87,CU000434,08167844007,TW0079,SMS,6996.0,2172.31,-41.0,2024-04-07 14:07:58,False,615.96,4G,No
f0c57ada-bd54-4f97-9f09-990365a994d3,CU000263,09039869982,TW0092,data,541.0,4216.82,-119.0,2024-03-13 06:48:35,False,808.2,3G,False
491bcf22-2826-47b7-ade2-3d32cd797e88,,08181818269,TW0020,sms,5090.0,2358.35,-68.0,2024-05-29 03:07:23,N,545.15,5G,False
e8a2afaa-cde5-4e78-8af9-9e0664a8a945,CU000660,0773666440,TW0051,sms,4225.0,908.84,-94.0,2024-04-13 18:54:13,N,69.19,4G,No
06b6a547-aa8e-459a-916d-e94073cc987a,CU000048,07085507448,,data,5682.0,327.39,-57.0,2024-05-15 08:10:17,Yes,937.19,5G,1
1c02a42b-d3be-49a7-8e81-0f9c41f8df7e,,None,TW0110,voice,6191.0,4991.39,-105.0,2024-05-17 14:29:18,Y,438.15,4g,0
27f9a0db-6774-43ed-9b6a-f30b3598e27c,CU001417,07024745893,TW0119,SMS,5261.0,511.72,-54.0,2024-01-27 20:22:21,N,597.17,3g,True
422ed130-1fc1-481f-a6be-8b04a4227f14,,07083190265,TW0016,Data,6819.0,3199.5,-94.0,2024-01-07 18:11:06,1,574.7,4g,Yes
df0e92d3-1996-4593-a0c7-a881aab8278b,CU000750,08131455692,TW0067,SMS,5289.0,812.91,-107.0,2024-05-07 23:17:13,N,307.8,4g,0
7db4b6bd-d4d4-4083-88e6-746505e7338a,CU000564,None,TW0048,data,3427.0,2854.18,-100.0,2024-04-06 01:39:26,N,950.6,5G,False
6f86eb6f-eef0-40d7-9f42-2bbac443b4d9,CU000241,07084267721,TW0062,voice,2805.0,4197.3,-98.0,2024-01-16 21:46:49,No,915.27,4g,Yes
025479fe-1d42-418f-a633-7044b06e49fb,CU001189,0775200727,TW0056,Voice,591.0,3713.5,-34.0,2024-02-13 07:11:06,No,119.82,5G,Yes
de895eac-9cfd-4502-8781-26d47f6f0f3c,CU000836,07021038580,TW0046,Voice,4284.0,1171.78,-34.0,2024-02-24 01:59:29,N,168.37,3G,1
6ac7a0ba-76fa-4606-a7c7-1c144139fb96,CU001161,08034478425,TW0086,data,3278.0,1465.29,-70.0,2024-01-09 06:57:32,True,118.08,2G,False
79c8efcb-9f85-4732-87e1-bb9583a03555,CU000426,08097499943,TW0149,voice,2982.0,821.99,-57.0,2024-03-26 17:43:39,Y,548.89,5G,True
1314a3d0-5575-4b0b-8a3e-0e7d7112a1b3,CU000812,08174937704,TW0044,Data,3001.0,,-89.0,2024-02-20 23:48:02,Yes,473.58,5G,True
f742c704-f4cf-4914-a093-0bc66e7441b7,CU001329,None,TW0110,voice,3004.0,412.72,-87.0,2024-02-20 06:20:26,1,237.66,5G,False
134d9db7-79d8-4fbd-a205-9423f77d88b3,,08177284497,TW0069,data,-2201.0,4450.4,-110.0,2024-05-29 15:38:04,False,76.94,5G,1
184f5f11-3700-4f38-9beb-f847a265d7da,CU000366,09058504725,TW0044,Voice,4765.0,2984.27,-102.0,2024-02-03 12:05:31,Y,374.37,5G,False
2447f30d-61db-4b3d-9dde-73a05f2a5c4b,CU001066,07028516545,TW0094,data,7181.0,2164.45,-49.0,2024-02-25 12:54:40,False,351.68,3g,1
b20d9f51-d6f0-40b9-b02e-10e176590cd6,,09055356545,TW0134,Data,,2406.65,-78.0,2024-03-02 00:17:30,True,618.79,4g,True
5df583ec-ce03-46b1-8876-a1cf214877dc,CU001398,07053883538,TW0023,data,6590.0,2247.87,-48.0,2024-02-28 10:16:10,N,823.23,3g,False
f101accb-7a1d-45a6-a4fd-d01619c444b0,CU001498,08096147015,TW0064,sms,4184.0,3760.02,-200.0,2024-02-14 02:42:32,True,589.52,4g,True
b435421f-d595-4f10-8c97-590ed2e22c4e,CU001280,09092461763,TW0016,voice,3227.0,2187.96,-82.0,2024-03-25 22:45:30,1,185.37,3G,True
3c51d589-8171-463c-a433-aff9eeeed06f,CU000103,09057396535,TW0061,voice,3214.0,2892.35,-97.0,2024-05-25 02:27:00,Y,173.49,4G,1
dac27fec-4641-41e0-89eb-d28c13b16d1a,CU000871,08052714131,TW0058,voice,,98198.0,-61.0,2024-03-23 06:58:57,1,658.35,5G,False
60d8ee1f-cd73-46ff-b42b-44f043e9f33a,CU001101,080355419,TW0150,Voice,3273.0,1824.73,-68.0,2024-02-25 13:41:55,No,355.19,4g,1
ee67e9ff-6273-47d4-bf7c-bbb43ab521f8,CU000845,+2348069101794,TW0098,Voice,3325.0,918.92,-85.0,2024-03-19 23:17:12,Yes,973.84,4G,1
bce4ec5a-c9dc-41ba-9972-a70734e0689e,CU001019,09031735592,TW0111,data,6258.0,4503.41,-102.0,2024-01-26 16:05:42,True,916.76,4G,No
9d98a8a4-17ab-4037-8626-b2d36b44117c,CU000362,08072547534,TW0026,SMS,2992.0,3643.71,-56.0,2024-02-22 10:41:27,0,984.7,3g,Yes
15ab1708-3f15-493f-a901-2d063b2d1935,CU001240,09051881584,TW0113,Data,5183.0,4469.12,-95.0,2024-03-30 20:32:57,1,323.65,2G,No
bafaeec4-cbd8-4af5-bc33-2877ecaa2b86,CU000302,09025033107,TW0037,Data,4418.0,4732.96,-88.0,2024-03-28 18:43:06,False,427.22,3G,Yes
01f88ae0-9d95-43e9-aac3-3e63b054f9e0,CU000620,08097617252,TW0051,voice,5977.0,499.07,-54.0,2024-04-21 10:17:15,0,452.68,2G,No
9a1e8a8e-088f-4acc-ad99-06a2aca3a9a9,CU000161,08189391822,TW0061,sms,5740.0,,-73.0,2024-03-02 19:49:28,1,987.28,5G,No
78d42d70-1137-437d-a53d-16e8f7177e45,CU000881,09022742521,TW0070,data,1600.0,3779.56,-72.0,2024-04-23 08:00:56,False,607.53,3G,0
1f32560f-359e-4593-853d-a7660440799e,CU000686,0773541821,TW0031,Voice,9.0,4189.64,-83.0,2024-06-29 12:30:21,Yes,345.69,5G,1
103d84d0-03f6-4158-8054-45a43a17dc0e,CU000729,08159280100,TW0023,sms,6163.0,1763.17,-34.0,2024-01-15 19:39:27,N,511.74,4G,False
7c2ea182-6365-4d5e-aceb-06cb8d2e9cfb,CU000222,08169541064,TW0094,Data,3794.0,2330.69,-74.0,2024-05-11 15:44:26,0,420.93,3G,1
29911abc-39d3-4fcb-bee8-a77708388d1e,CU000896,07049359905,,data,1738.0,1712.46,-76.0,2024-02-19 21:08:38,Yes,538.12,3G,True
346e672d-4115-4f30-bcac-5a137e3aee92,CU000667,09091964519,TW0039,Data,2266.0,,-42.0,2024-03-17 23:55:55,True,579.79,5G,No
fac04ffd-9d9a-48d3-bd18-ce8f68aa1888,CU000739,08131364663,TW0141,Voice,270.0,4742.38,-35.0,2024-06-26 12:59:52,0,49.99,5G,0
0f03de1d-9a17-4697-abeb-85c760b38ccf,,07026688883,TW0126,SMS,4774.0,3519.97,-108.0,2024-06-08 23:02:17,False,712.14,2G,No
e1664e61-1940-4c84-b2b9-62e5b68fd1b7,CU001204,None,TW0039,Voice,2602.0,3499.97,-120.0,2024-02-15 14:11:39,True,708.29,4G,Yes
80b7bf62-ed0a-4085-817e-bae219fb3ee4,CU000058,09035859287,TW0049,SMS,4051.0,3511.24,-72.0,2024-05-19 20:35:34,Yes,884.32,5G,Yes
0fbe8202-3aac-46c1-9d0b-7c09499ce95d,CU001150,08036248260,TW0054,data,434.0,1472.94,-105.0,2024-04-18 20:47:36,0,874.43,4G,True
07cf2a21-d4c1-4616-b80b-9ee3700e9633,CU001472,08097617252,TW0050,Voice,1914.0,3543.37,-30.0,2024-04-26 12:42:01,Y,665.15,4g,False
b690fa33-3634-4bd1-a0b5-54e71d675389,CU001301,08093968237,TW0097,SMS,929.0,3307.08,-51.0,2024-01-16 00:49:43,1,797.75,3g,Yes
5f568cee-8588-47e8-a696-e26a64423e89,CU000867,07082861223,TW0062,voice,5401.0,347.54,-96.0,2024-03-30 05:19:51,True,663.56,3G,1
e18f281f-5937-4ccf-98ce-8b7785d130f3,,08032883407,TW0037,voice,2826.0,1306.73,150.0,2024-06-02 19:21:15,False,24.56,3g,No
cf1f777e-06c7-4d38-9b5c-6b2863c131a1,CU000787,0771117615,TW0134,sms,2621.0,4740.18,-35.0,2024-01-14 11:35:22,No,739.08,2G,True
cf1f777e-06c7-4d38-9b5c-6b2863c131a1,CU000787,0771117615,TW0134,sms,2621.0,4740.18,-35.0,2024-01-14 11:35:22,No,739.08,2G,True
94f2aa10-707c-4b5a-b3c8-e9b02e82e1fa,CU000621,08179767542,TW0094,sms,4510.0,2456.44,-63.0,2024-03-10 21:08:10,False,722.57,5G,No
dc0f37cf-9216-480f-9fa4-5e94ae5d9184,CU000515,07048168054,TW0035,Voice,5137.0,4981.24,-111.0,2024-01-07 02:03:09,N,172.32,4G,No
832b9682-149b-4978-abdf-8915b176dc8c,CU000440,08184504186,TW0030,Voice,5272.0,3813.16,-37.0,2024-02-24 19:39:11,False,906.1,5G,Yes
2b49db04-f0d6-405a-8d3d-625cd9eedd49,CU000747,None,TW0054,sms,5873.0,885.42,-73.0,2024-04-11 18:57:46,Yes,874.81,2G,Yes
3b42d278-1a04-45ab-b468-6e8c5639de5f,CU000402,08056963366,TW0113,Data,6232.0,3549.85,-76.0,2024-04-16 21:20:43,N,486.1,2G,Yes
6b4e4798-8f4f-4425-83b4-ec2f58563d70,CU000108,07047688099,TW0094,SMS,4907.0,2905.35,-77.0,2024-01-18 14:00:19,1,424.75,5G,1
b9e30fa1-13b1-43aa-b201-6a12e8d2ab13,CU000614,0775037053,TW0140,Voice,3336.0,3463.11,-92.0,2024-05-09 14:21:00,1,27.6,4g,False
1ffdd3b8-535f-47b2-bb8f-79f1d01ccd41,CU000460,09069539102,TW0048,data,1429.0,3359.91,-31.0,2024-04-07 08:37:54,N,630.05,4G,0
b1dad25d-43d4-4791-a150-7da3dfe4525d,CU001148,08037255618,TW0085,sms,5981.0,1565.74,,2024-03-25 18:22:14,No,922.25,3g,0
ea4706a4-d8ce-4bfd-8358-68bdca7f3a92,CU000970,08156471782,TW0035,voice,2635.0,,,2024-01-17 19:27:15,0,423.63,2G,1
5d0c69e4-1e62-44db-97f8-394c127fde25,CU000006,080361946,TW0014,Voice,6155.0,3759.58,-107.0,2024-06-07 16:13:16,Yes,357.61,3g,Yes
6abbb87e-91cc-41ba-9690-5602ff991ca1,CU001385,None,INVALID_TW9306,voice,2411.0,4382.08,-40.0,2024-04-14 09:07:21,False,606.22,4g,False
432c3a4b-90ec-45b0-a28a-7e8b949e7370,CU000907,08033814759,TW0120,SMS,4745.0,3286.84,0.0,2024-04-12 17:16:50,0,379.88,4g,Yes
f633ceaa-9ea1-4bb7-acb2-ff955c4e1b26,CU000328,08091687493,TW0094,voice,6038.0,2046.14,-104.0,2024-02-04 00:27:56,True,850.92,3g,False
6ee0d3c0-2176-48d9-8a54-99c482e09182,CU000462,080377030,TW0003,voice,630.0,135.63,-87.0,2024-04-03 06:35:22,Y,200.44,5G,Yes
0b46b268-7ff3-4f35-9096-e3524b6750fb,CU000175,08173148945,TW0069,data,4428.0,4453.0,-120.0,2024-01-29 15:39:20,1,208.46,2G,Yes
3a88e656-0d2b-4c0b-a34e-a3293bcd5f07,INVALID_CU960989,08039194903,TW0114,sms,6242.0,2448.36,-43.0,2024-04-16 06:43:11,1,736.36,4g,False
ef2eb96c-8d00-41d6-885c-f009b1c5c66c,CU001350,08156847893,TW0073,Voice,1959.0,561.08,-49.0,2024-01-26 10:39:37,True,14.86,3g,False
4a9adf38-dfa0-4014-b259-acfc07a9104e,CU001022,07024867004,TW0071,Data,,3905.9,-92.0,2024-06-09 10:47:42,N,573.97,4G,0
0964520d-719f-4d9d-8920-4d13428b8306,CU000712,08090490654,TW0058,voice,1905.0,816.46,-110.0,2024-06-09 12:11:05,False,385.38,5G,True
6e449440-7371-4910-84b4-029fa4665660,CU000217,08038223988,TW0012,sms,2194.0,93019.0,-84.0,2024-06-11 23:21:02,False,104.87,4G,Yes
9d41bad9-bc8b-4dd2-ad9d-0d1634fec0ec,CU001209,09054140100,TW0149,Data,4615.0,4126.29,-46.0,2024-05-31 14:53:09,True,288.84,4G,Yes
b4a159a2-d7c9-44f4-a56c-2667a69e324e,CU000844,09035996426,TW0115,Data,2106.0,4706.6,-79.0,2024-01-26 23:20:10,No,134.63,4g,1
91e68c1d-dc62-4ff9-a2a6-225aff4c1777,CU000036,None,TW0077,Voice,5000.0,124.44,-110.0,2024-05-01 15:21:16,0,615.25,5G,No
beed0d84-9e31-4720-b274-fc46c37be5b1,CU000742,08071686661,TW0113,Data,1241.0,577.93,-120.0,2024-02-22 14:58:09,True,444.55,2G,1
0fceecb0-52db-4095-96e9-0cb6f5fcac1c,CU001382,08035611896,TW0123,SMS,3519.0,1173.7,-43.0,2024-05-22 00:33:21,0,967.66,5G,Yes
17a083b2-985b-42ed-b343-86f51173077b,,08184531870,TW0046,sms,717.0,1405.74,-73.0,2024-01-26 21:05:33,False,911.93,4g,1
6c993d49-3811-4378-aea9-f793faa16dda,CU001456,08084533976,TW0128,Data,2337.0,3212.63,-96.0,2024-02-21 09:36:43,N,712.29,4g,No
31f5b901-5f7a-4873-b0f6-b574f133dca9,CU001158,09034311495,INVALID_TW9051,voice,1767.0,741.58,-40.0,2024-01-09 09:41:14,True,657.66,3g,0
e1c9a03d-4a01-4564-bf20-d71b0a27137a,CU001030,07027979033,TW0079,sms,4692.0,4613.96,,2024-01-22 04:19:54,False,568.9,4g,0
7918a759-c552-4cdf-b701-fc7893249912,CU001277,08038677980,TW0072,sms,305.0,2852.7,-111.0,2024-04-01 13:25:22,True,931.22,4g,True
0f694631-acc2-4224-b486-0dd08e361793,CU000956,080219408,,Voice,,4326.48,-71.0,2024-02-05 17:22:30,Yes,239.16,5G,0
2f6bc977-8b70-4dd8-bdcf-f8ee820e143d,CU000187,09032457615,TW0116,Voice,4479.0,4548.89,-71.0,2024-02-28 15:08:21,False,93.37,4g,0
6ecc1393-1267-4137-96dc-d046c8d52e6b,CU001475,07082289861,INVALID_TW9891,data,1263.0,1162.38,150.0,2024-04-08 05:20:18,Y,336.67,3g,0
d4929e06-a647-4431-9674-270791e7d623,CU000189,08184737494,TW0020,Data,2899.0,4760.84,-71.0,2024-03-27 08:27:27,N,866.92,3g,False
389f782b-d6c7-46f5-bec6-857954d5bf11,CU001010,08093916773,TW0124,Data,3606.0,1387.47,-78.0,2024-02-12 04:23:18,N,532.4,5G,Yes
5762e6f7-de3e-48e6-a8a9-14ce1e7d8327,CU001325,09063895974,TW0102,Data,6967.0,2557.88,-92.0,2024-01-18 05:59:05,False,772.24,3g,0
aaa19d97-d23e-4674-ae6d-bed77a4e4d81,CU000192,09038202029,,sms,5542.0,1068.38,-42.0,2024-01-16 11:32:41,0,427.16,4G,Yes
ad1dd3b3-07da-42ab-b764-15b03fd07ffa,CU001457,08092774754,TW0115,sms,1089.0,1462.24,-46.0,2024-06-14 08:37:31,No,61.73,3g,No
5f744e0d-18e4-4e48-a4a3-4a438f75c441,CU000986,080343844,TW0111,data,6250.0,283.63,-78.0,2024-05-15 03:06:54,0,679.33,3G,Yes
9b89a381-cee1-4ea1-9404-863c188f2e35,CU000317,07024655956,TW0145,sms,1401.0,4498.73,,2024-02-07 17:54:31,No,452.4,4G,False
ec6fbd61-82db-4e47-8f3b-821553f639c6,CU000157,07058064955,INVALID_TW9735,data,5170.0,1442.55,-85.0,2024-01-28 15:20:33,True,387.61,3g,False
37ae0074-49ec-4924-b685-6fa784074694,,08067465311,TW0135,voice,748.0,4162.37,-89.0,2024-06-29 15:51:44,0,475.8,3g,True
d287934e-3011-445f-b16f-86e007be8622,CU001249,08099074906,TW0037,Voice,,236.55,,2024-06-12 16:13:08,No,629.72,3g,No
13624f2c-05d1-461f-8712-69b0f13ff3bf,INVALID_CU912288,08156884702,TW0140,SMS,-1388.0,4053.86,-57.0,2024-01-16 06:55:39,True,318.63,3g,True
46cb0edd-a534-4507-a444-c0c96b71b39e,CU001119,07084597858,TW0020,sms,6012.0,979.66,,2024-01-29 03:18:39,Yes,79.36,5G,False
94b77972-ee3c-48b7-888a-3a180af6645a,CU001163,09035169777,TW0039,Voice,6332.0,4849.7,-78.0,2024-05-09 04:52:20,Yes,853.8,4g,No
b2754f8d-03c2-43bd-93ab-36812d8b5a83,CU000321,08094983691,INVALID_TW9160,Data,685.0,3316.88,,2024-03-08 05:18:09,Yes,650.85,3G,No
aee4aa12-d5c4-41b1-bbf5-4b058506ecab,,None,TW0046,SMS,2624.0,2213.16,,2024-02-19 03:49:33,Y,449.61,3g,No
66328c8d-3609-4d28-9fa6-55f80acb6227,CU001002,08099472303,TW0043,voice,4087.0,3074.71,-82.0,2024-06-05 05:36:24,True,632.77,3g,1
715c042b-da21-4117-a874-78c9bd7d85c2,CU001226,07084231163,TW0080,Data,5221.0,3960.04,-67.0,2024-03-17 13:22:29,N,716.97,2G,False
5d076b2c-990a-45ee-ac78-2d61c39930d0,CU000405,08067908768,TW0116,SMS,3814.0,2910.07,-98.0,2024-05-13 10:16:48,Yes,128.09,4G,1
ebd2a0c6-535f-4fd5-97c4-9e3b1b19800f,CU000702,07018685666,TW0110,Data,5305.0,4461.16,-117.0,2024-02-09 11:57:58,0,554.13,4g,False
